Año;Tipo.UI;Cuadrante;Partida.Institucional;Institución;Programa.pptario;Clasificador;Partida.de.gastos;Programa/.Instrumento/.Concurso;Nombre.de.la.Iniciativa;Código;OSE.(NABS).Categoría;OSE.(NABS).Subcategoría;SE;Región;EG;ECC;MF;GBARD.M$.corriente;GBARD
01-01-2022;Ley I+D;I. Financiamiento público nacional de proyectos de I+D doméstica;00 Ley de I+D;Ley de Incentivo I+D;n.a.;-;Impacto Fiscal de la Ley de incentivo Tributario a I + D;Ley de Incentivo Tributario;Diseño y desarrollo de prototipos estructurales para la industria agrícola, utilizando caucho proveniente del reciclaje de neumáticos.;PI-3139;8. Agricultura;;Empresas;Metropolitana de Stgo.;sin EG;con ECC;Asignación directa;4722,876365;4907,068543
01-01-2022;Ley I+D;I. Financiamiento público nacional de proyectos de I+D doméstica;00 Ley de I+D;Ley de Incentivo I+D;n.a.;-;Impacto Fiscal de la Ley de incentivo Tributario a I + D;Ley de Incentivo Tributario;Desarrollo de una metodología de predicción de índice de cosecha de semillas para diferentes familias de hortalizas;PI-3140;8. Agricultura;;Empresas;Metropolitana de Stgo.;sin EG;sin ECC;Asignación directa;9703,423202;10081,85671
01-01-2022;Ley I+D;I. Financiamiento público nacional de proyectos de I+D doméstica;00 Ley de I+D;Ley de Incentivo I+D;n.a.;-;Impacto Fiscal de la Ley de incentivo Tributario a I + D;Ley de Incentivo Tributario;Desarrollo de una tecnología para la obtención de cátodos de cobre y otros metales valiosos;PI-3209;1. Exploración y explotación de la Tierra;;Empresas;Metropolitana de Stgo.;sin EG;con ECC;Asignación directa;13590,16764;14120,18418
01-01-2022;Ley I+D;I. Financiamiento público nacional de proyectos de I+D doméstica;00 Ley de I+D;Ley de Incentivo I+D;n.a.;-;Impacto Fiscal de la Ley de incentivo Tributario a I + D;Ley de Incentivo Tributario;I+D en sistemas fotovoltaicos bifaciales en laboratorio outdoor en el desierto de Atacama;PI-3244;5. Energía;;Empresas;Metropolitana de Stgo.;sin EG;con ECC;Asignación directa;69863,19361;72587,85816
01-01-2023;Ley I+D;I. Financiamiento público nacional de proyectos de I+D doméstica;00 Ley de I+D;Ley de Incentivo I+D;n.a.;-;Impacto Fiscal de la Ley de incentivo Tributario a I + D;Ley de Incentivo Tributario;I+D en sistemas fotovoltaicos bifaciales en laboratorio outdoor en el desierto de Atacama;PI-3244;5. Energía;;Empresas;Metropolitana de Stgo.;sin EG;con ECC;Asignación directa;4381,957605;4381,957605
01-01-2022;Ley I+D;I. Financiamiento público nacional de proyectos de I+D doméstica;00 Ley de I+D;Ley de Incentivo I+D;n.a.;-;Impacto Fiscal de la Ley de incentivo Tributario a I + D;Ley de Incentivo Tributario;Desarrollo de formulaciones de jabones cálcicos para la trefilación de aceros.;PI-3247;6. Producción y tecnología industrial;;Empresas;Biobío;sin EG;sin ECC;Asignación directa;1531,416667;1591,141916
01-01-2022;Ley I+D;I. Financiamiento público nacional de proyectos de I+D doméstica;00 Ley de I+D;Ley de Incentivo I+D;n.a.;-;Impacto Fiscal de la Ley de incentivo Tributario a I + D;Ley de Incentivo Tributario;Caracterización de variables aromáticas influyentes en tostado de productos alternativos;PI-3256;8. Agricultura;;Empresas;Metropolitana de Stgo.;sin EG;sin ECC;Asignación directa;8536,823743;8869,759869
01-01-2023;Ley I+D;I. Financiamiento público nacional de proyectos de I+D doméstica;00 Ley de I+D;Ley de Incentivo I+D;n.a.;-;Impacto Fiscal de la Ley de incentivo Tributario a I + D;Ley de Incentivo Tributario;Caracterización de variables aromáticas influyentes en tostado de productos alternativos;PI-3256;8. Agricultura;;Empresas;Metropolitana de Stgo.;sin EG;sin ECC;Asignación directa;10072,19018;10072,19018
01-01-2022;Ley I+D;I. Financiamiento público nacional de proyectos de I+D doméstica;00 Ley de I+D;Ley de Incentivo I+D;n.a.;-;Impacto Fiscal de la Ley de incentivo Tributario a I + D;Ley de Incentivo Tributario;Desarrollo de Robo-Advisor para la gestión de inversiones en el sector inmobiliario;PI-3258;6. Producción y tecnología industrial;;Empresas;Metropolitana de Stgo.;sin EG;sin ECC;Asignación directa;17809,62878;18504,2043
01-01-2022;Ley I+D;I. Financiamiento público nacional de proyectos de I+D doméstica;00 Ley de I+D;Ley de Incentivo I+D;n.a.;-;Impacto Fiscal de la Ley de incentivo Tributario a I + D;Ley de Incentivo Tributario;Sistema robótico de carguío de explosivos para operar el proceso de voladura en minería subterránea;PI-3269;1. Exploración y explotación de la Tierra;;Empresas;Metropolitana de Stgo.;sin EG;sin ECC;Asignación directa;10832,41536;11254,87956
01-01-2022;Ley I+D;I. Financiamiento público nacional de proyectos de I+D doméstica;00 Ley de I+D;Ley de Incentivo I+D;n.a.;-;Impacto Fiscal de la Ley de incentivo Tributario a I + D;Ley de Incentivo Tributario;valuación de adaptabilidad, productividad y postcosecha de selecciones avanzadas de uva de mesa;PI-3281;8. Agricultura;;Empresas;Metropolitana de Stgo.;sin EG;sin ECC;Asignación directa;12111,94735;12584,3133
01-01-2023;Ley I+D;I. Financiamiento público nacional de proyectos de I+D doméstica;00 Ley de I+D;Ley de Incentivo I+D;n.a.;-;Impacto Fiscal de la Ley de incentivo Tributario a I + D;Ley de Incentivo Tributario;valuación de adaptabilidad, productividad y postcosecha de selecciones avanzadas de uva de mesa;PI-3281;8. Agricultura;;Empresas;Metropolitana de Stgo.;sin EG;sin ECC;Asignación directa;10470,00215;10470,00215
01-01-2022;Ley I+D;I. Financiamiento público nacional de proyectos de I+D doméstica;00 Ley de I+D;Ley de Incentivo I+D;n.a.;-;Impacto Fiscal de la Ley de incentivo Tributario a I + D;Ley de Incentivo Tributario;Evaluación de la adaptabilidad, productividad y post cosecha de nuevas variedades de cerezo dulce.;PI-3283;8. Agricultura;;Empresas;Metropolitana de Stgo.;sin EG;sin ECC;Asignación directa;13738,66041;14274,46816
01-01-2023;Ley I+D;I. Financiamiento público nacional de proyectos de I+D doméstica;00 Ley de I+D;Ley de Incentivo I+D;n.a.;-;Impacto Fiscal de la Ley de incentivo Tributario a I + D;Ley de Incentivo Tributario;Evaluación de la adaptabilidad, productividad y post cosecha de nuevas variedades de cerezo dulce.;PI-3283;8. Agricultura;;Empresas;Metropolitana de Stgo.;sin EG;sin ECC;Asignación directa;16357,60056;16357,60056
01-01-2022;Ley I+D;I. Financiamiento público nacional de proyectos de I+D doméstica;00 Ley de I+D;Ley de Incentivo I+D;n.a.;-;Impacto Fiscal de la Ley de incentivo Tributario a I + D;Ley de Incentivo Tributario;Nuevas y/o adaptadas técnicas de manejo agronómico en cultivo de cerezos para enfrentar el cambio cl;PI-3297;8. Agricultura;;Empresas;Maule;sin EG;sin ECC;Asignación directa;3247,134681;3373,772934
01-01-2023;Ley I+D;I. Financiamiento público nacional de proyectos de I+D doméstica;00 Ley de I+D;Ley de Incentivo I+D;n.a.;-;Impacto Fiscal de la Ley de incentivo Tributario a I + D;Ley de Incentivo Tributario;Nuevas y/o adaptadas técnicas de manejo agronómico en cultivo de cerezos para enfrentar el cambio cl;PI-3297;8. Agricultura;;Empresas;Maule;sin EG;sin ECC;Asignación directa;4982,654968;4982,654968
01-01-2022;Ley I+D;I. Financiamiento público nacional de proyectos de I+D doméstica;00 Ley de I+D;Ley de Incentivo I+D;n.a.;-;Impacto Fiscal de la Ley de incentivo Tributario a I + D;Ley de Incentivo Tributario;Efecto del déficit hídrico controlado y determinación de la demanda de riego en cv Cabernet S.;PI-3352;8. Agricultura;;Empresas;Metropolitana de Stgo.;sin EG;con ECC;Asignación directa;40343,52972;41916,92737
01-01-2022;Ley I+D;I. Financiamiento público nacional de proyectos de I+D doméstica;00 Ley de I+D;Ley de Incentivo I+D;n.a.;-;Impacto Fiscal de la Ley de incentivo Tributario a I + D;Ley de Incentivo Tributario;Optimización proceso Neuchatel;PI-3416;8. Agricultura;;Empresas;Valparaíso;sin EG;sin ECC;Asignación directa;21821,31425;22672,3455
01-01-2023;Ley I+D;I. Financiamiento público nacional de proyectos de I+D doméstica;00 Ley de I+D;Ley de Incentivo I+D;n.a.;-;Impacto Fiscal de la Ley de incentivo Tributario a I + D;Ley de Incentivo Tributario;Optimización proceso Neuchatel;PI-3416;8. Agricultura;;Empresas;Valparaíso;sin EG;sin ECC;Asignación directa;6507,008592;6507,008592
01-01-2022;Ley I+D;I. Financiamiento público nacional de proyectos de I+D doméstica;00 Ley de I+D;Ley de Incentivo I+D;n.a.;-;Impacto Fiscal de la Ley de incentivo Tributario a I + D;Ley de Incentivo Tributario;KIT determinación simultanea bacterias productoras shiga-toxina. LeyID;PI-3486;8. Agricultura;;Empresas;Metropolitana de Stgo.;sin EG;sin ECC;Asignación directa;49794,60477;51736,59435
01-01-2023;Ley I+D;I. Financiamiento público nacional de proyectos de I+D doméstica;00 Ley de I+D;Ley de Incentivo I+D;n.a.;-;Impacto Fiscal de la Ley de incentivo Tributario a I + D;Ley de Incentivo Tributario;KIT determinación simultanea bacterias productoras shiga-toxina. LeyID;PI-3486;8. Agricultura;;Empresas;Metropolitana de Stgo.;sin EG;sin ECC;Asignación directa;40837,80162;40837,80162
01-01-2022;Ley I+D;I. Financiamiento público nacional de proyectos de I+D doméstica;00 Ley de I+D;Ley de Incentivo I+D;n.a.;-;Impacto Fiscal de la Ley de incentivo Tributario a I + D;Ley de Incentivo Tributario;Robot Submarino para Lavado de Redes;PI-3515;8. Agricultura;;Empresas;Los Lagos;sin EG;sin ECC;Asignación directa;727,504057;755,8767152
01-01-2022;Ley I+D;I. Financiamiento público nacional de proyectos de I+D doméstica;00 Ley de I+D;Ley de Incentivo I+D;n.a.;-;Impacto Fiscal de la Ley de incentivo Tributario a I + D;Ley de Incentivo Tributario;PRODUCCIÓN DE OVAS DE SALMÓN COHO FUERA DE ESTACIÓN;PI-3567;8. Agricultura;;Empresas;Los Lagos;sin EG;sin ECC;Asignación directa;13378,99868;13900,77963
01-01-2022;Ley I+D;I. Financiamiento público nacional de proyectos de I+D doméstica;00 Ley de I+D;Ley de Incentivo I+D;n.a.;-;Impacto Fiscal de la Ley de incentivo Tributario a I + D;Ley de Incentivo Tributario;INVESTIGACIÓN Y DESARROLLO PARA UNA AGRICULTURA Y ENOLOGÍA ORGÁNICA;PI-3584;8. Agricultura;;Empresas;Metropolitana de Stgo.;sin EG;sin ECC;Asignación directa;15190,5831;15783,01584
01-01-2023;Ley I+D;I. Financiamiento público nacional de proyectos de I+D doméstica;00 Ley de I+D;Ley de Incentivo I+D;n.a.;-;Impacto Fiscal de la Ley de incentivo Tributario a I + D;Ley de Incentivo Tributario;INVESTIGACIÓN Y DESARROLLO PARA UNA AGRICULTURA Y ENOLOGÍA ORGÁNICA;PI-3584;8. Agricultura;;Empresas;Metropolitana de Stgo.;sin EG;sin ECC;Asignación directa;5034,586365;5034,586365
01-01-2022;Ley I+D;I. Financiamiento público nacional de proyectos de I+D doméstica;00 Ley de I+D;Ley de Incentivo I+D;n.a.;-;Impacto Fiscal de la Ley de incentivo Tributario a I + D;Ley de Incentivo Tributario;Evaluación de la adaptabilidad, productividad y postcosecha de selecciones avanzadas de uva de mesa;PI-3602;8. Agricultura;;Empresas;Metropolitana de Stgo.;sin EG;con ECC;Asignación directa;38659,59284;40167,31696
01-01-2022;Ley I+D;I. Financiamiento público nacional de proyectos de I+D doméstica;00 Ley de I+D;Ley de Incentivo I+D;n.a.;-;Impacto Fiscal de la Ley de incentivo Tributario a I + D;Ley de Incentivo Tributario;SCRUBBER DE CO2 para atmósferas no balanceadas, con alta capacidad de adsorción y de regeneración;PI-3603;8. Agricultura;;Empresas;Metropolitana de Stgo.;sin EG;sin ECC;Asignación directa;13843,17243;14383,05615
01-01-2022;Ley I+D;I. Financiamiento público nacional de proyectos de I+D doméstica;00 Ley de I+D;Ley de Incentivo I+D;n.a.;-;Impacto Fiscal de la Ley de incentivo Tributario a I + D;Ley de Incentivo Tributario;Desarrollo de materiales nanoestructurados para baterías de ion litio;PI-3633;1. Exploración y explotación de la Tierra;;Empresas;Metropolitana de Stgo.;sin EG;sin ECC;Asignación directa;19312,05054;20065,22051
01-01-2022;Ley I+D;I. Financiamiento público nacional de proyectos de I+D doméstica;00 Ley de I+D;Ley de Incentivo I+D;n.a.;-;Impacto Fiscal de la Ley de incentivo Tributario a I + D;Ley de Incentivo Tributario;Pilotaje de proceso para remoción de arsénico desde concentrados minerales;PI-3639;1. Exploración y explotación de la Tierra;;Empresas;Metropolitana de Stgo.;sin EG;con ECC;Asignación directa;6629,648081;6888,204356
01-01-2022;Ley I+D;I. Financiamiento público nacional de proyectos de I+D doméstica;00 Ley de I+D;Ley de Incentivo I+D;n.a.;-;Impacto Fiscal de la Ley de incentivo Tributario a I + D;Ley de Incentivo Tributario;ALMA: Plataforma Integral de trazabilidad de calidad y condición de productos hortofrutícolas;PI-3647;8. Agricultura;;Empresas;Metropolitana de Stgo.;sin EG;con ECC;Asignación directa;33904,07711;35226,33612
01-01-2023;Ley I+D;I. Financiamiento público nacional de proyectos de I+D doméstica;00 Ley de I+D;Ley de Incentivo I+D;n.a.;-;Impacto Fiscal de la Ley de incentivo Tributario a I + D;Ley de Incentivo Tributario;ALMA: Plataforma Integral de trazabilidad de calidad y condición de productos hortofrutícolas;PI-3647;8. Agricultura;;Empresas;Metropolitana de Stgo.;sin EG;con ECC;Asignación directa;57488,72487;57488,72487
01-01-2022;Ley I+D;I. Financiamiento público nacional de proyectos de I+D doméstica;00 Ley de I+D;Ley de Incentivo I+D;n.a.;-;Impacto Fiscal de la Ley de incentivo Tributario a I + D;Ley de Incentivo Tributario;Impacto del tipo de ciclo de vida en Salmón Atlántico en las etapas posteriores del desarrollo.;PI-3653;8. Agricultura;;Empresas;Los Lagos;sin EG;sin ECC;Asignación directa;52135,03306;54168,29934
01-01-2023;Ley I+D;I. Financiamiento público nacional de proyectos de I+D doméstica;00 Ley de I+D;Ley de Incentivo I+D;n.a.;-;Impacto Fiscal de la Ley de incentivo Tributario a I + D;Ley de Incentivo Tributario;Impacto del tipo de ciclo de vida en Salmón Atlántico en las etapas posteriores del desarrollo.;PI-3653;8. Agricultura;;Empresas;Los Lagos;sin EG;sin ECC;Asignación directa;46303,95227;46303,95227
01-01-2022;Ley I+D;I. Financiamiento público nacional de proyectos de I+D doméstica;00 Ley de I+D;Ley de Incentivo I+D;n.a.;-;Impacto Fiscal de la Ley de incentivo Tributario a I + D;Ley de Incentivo Tributario;Evaluación híbridos y variedades de maíz de grano y silo para adaptación a sequía y cambio climático;PI-3656;8. Agricultura;;Empresas;O'Higgins;sin EG;con ECC;Asignación directa;39940,77076;41498,46082
01-01-2023;Ley I+D;I. Financiamiento público nacional de proyectos de I+D doméstica;00 Ley de I+D;Ley de Incentivo I+D;n.a.;-;Impacto Fiscal de la Ley de incentivo Tributario a I + D;Ley de Incentivo Tributario;Evaluación híbridos y variedades de maíz de grano y silo para adaptación a sequía y cambio climático;PI-3656;8. Agricultura;;Empresas;O'Higgins;sin EG;con ECC;Asignación directa;16501,49228;16501,49228
01-01-2022;Ley I+D;I. Financiamiento público nacional de proyectos de I+D doméstica;00 Ley de I+D;Ley de Incentivo I+D;n.a.;-;Impacto Fiscal de la Ley de incentivo Tributario a I + D;Ley de Incentivo Tributario;Desarrollo de un plan de manejo para bosques esclerófilos y de eucaliptus para la zona central;PI-3661;8. Agricultura;;Empresas;Valparaíso;sin EG;sin ECC;Asignación directa;36285,95849;37701,11087
01-01-2023;Ley I+D;I. Financiamiento público nacional de proyectos de I+D doméstica;00 Ley de I+D;Ley de Incentivo I+D;n.a.;-;Impacto Fiscal de la Ley de incentivo Tributario a I + D;Ley de Incentivo Tributario;Desarrollo de un plan de manejo para bosques esclerófilos y de eucaliptus para la zona central;PI-3661;8. Agricultura;;Empresas;Valparaíso;sin EG;sin ECC;Asignación directa;151315,4975;151315,4975
01-01-2022;Ley I+D;I. Financiamiento público nacional de proyectos de I+D doméstica;00 Ley de I+D;Ley de Incentivo I+D;n.a.;-;Impacto Fiscal de la Ley de incentivo Tributario a I + D;Ley de Incentivo Tributario;Estudio del comportamiento de nado de Salmo salar y su influencia en el fotoperiodo artificial .;PI-3675;8. Agricultura;;Empresas;Los Lagos;sin EG;sin ECC;Asignación directa;6906,738598;7176,101403
01-01-2022;Ley I+D;I. Financiamiento público nacional de proyectos de I+D doméstica;00 Ley de I+D;Ley de Incentivo I+D;n.a.;-;Impacto Fiscal de la Ley de incentivo Tributario a I + D;Ley de Incentivo Tributario;Valorización de lodo sanitario: extracción de biosorbente de alta capacidad para remoción de metales;PI-3685;2. Medioambiente;;Empresas;Biobío;sin EG;con ECC;Asignación directa;26143,4082;27163,00112
01-01-2023;Ley I+D;I. Financiamiento público nacional de proyectos de I+D doméstica;00 Ley de I+D;Ley de Incentivo I+D;n.a.;-;Impacto Fiscal de la Ley de incentivo Tributario a I + D;Ley de Incentivo Tributario;Valorización de lodo sanitario: extracción de biosorbente de alta capacidad para remoción de metales;PI-3685;2. Medioambiente;;Empresas;Biobío;sin EG;con ECC;Asignación directa;7159,689985;7159,689985
01-01-2022;Ley I+D;I. Financiamiento público nacional de proyectos de I+D doméstica;00 Ley de I+D;Ley de Incentivo I+D;n.a.;-;Impacto Fiscal de la Ley de incentivo Tributario a I + D;Ley de Incentivo Tributario;Desarrollo de ingredientes funcionales anfipáticos a base de microemulsiones de omega-3 y cúrcuma;PI-3696;6. Producción y tecnología industrial;;Empresas;Metropolitana de Stgo.;sin EG;sin ECC;Asignación directa;2543,074538;2642,254444
01-01-2022;Ley I+D;I. Financiamiento público nacional de proyectos de I+D doméstica;00 Ley de I+D;Ley de Incentivo I+D;n.a.;-;Impacto Fiscal de la Ley de incentivo Tributario a I + D;Ley de Incentivo Tributario;Desarrollo de un modelo predictivo de comportamiento de clientes frente a productos de banca.;PI-3700;4. Transporte, telecomunicaciones y otras infraestructuras;;Empresas;Metropolitana de Stgo.;sin EG;sin ECC;Asignación directa;65790,02181;68355,83266
01-01-2022;Ley I+D;I. Financiamiento público nacional de proyectos de I+D doméstica;00 Ley de I+D;Ley de Incentivo I+D;n.a.;-;Impacto Fiscal de la Ley de incentivo Tributario a I + D;Ley de Incentivo Tributario;Efecto de cobre en enfermedades intrahospitalarias causadas por bacterias multiresistentes;PI-3716;7. Sanidad;;Empresas;Metropolitana de Stgo.;sin EG;sin ECC;Asignación directa;44300,67539;46028,40173
01-01-2022;Ley I+D;I. Financiamiento público nacional de proyectos de I+D doméstica;00 Ley de I+D;Ley de Incentivo I+D;n.a.;-;Impacto Fiscal de la Ley de incentivo Tributario a I + D;Ley de Incentivo Tributario;Diseño de un sistema de preservación de salmón fresco destinado a exportación a partir de gelatina o;PI-3719;8. Agricultura;;Empresas;Metropolitana de Stgo.;sin EG;sin ECC;Asignación directa;16728,84717;17381,27221
01-01-2022;Ley I+D;I. Financiamiento público nacional de proyectos de I+D doméstica;00 Ley de I+D;Ley de Incentivo I+D;n.a.;-;Impacto Fiscal de la Ley de incentivo Tributario a I + D;Ley de Incentivo Tributario;Escalamiento y desarrollo de nuevas presentaciones de productos biotecnológicos para el agro;PI-3723;8. Agricultura;;Empresas;Metropolitana de Stgo.;sin EG;sin ECC;Asignación directa;46195,10211;47996,7111
01-01-2022;Ley I+D;I. Financiamiento público nacional de proyectos de I+D doméstica;00 Ley de I+D;Ley de Incentivo I+D;n.a.;-;Impacto Fiscal de la Ley de incentivo Tributario a I + D;Ley de Incentivo Tributario;Desarrollo de sistema de gestión y control inteligente de consumo eléctrico;PI-3725;5. Energía;;Empresas;Metropolitana de Stgo.;sin EG;sin ECC;Asignación directa;8330,01259;8654,88308
01-01-2022;Ley I+D;I. Financiamiento público nacional de proyectos de I+D doméstica;00 Ley de I+D;Ley de Incentivo I+D;n.a.;-;Impacto Fiscal de la Ley de incentivo Tributario a I + D;Ley de Incentivo Tributario;Evaluación de los efectos del déficit hídrico controlado sobre la calidad de uvas Cabernet Sauvignon;PI-3727;8. Agricultura;;Empresas;Antofagasta;sin EG;con ECC;Asignación directa;590,2420475;613,2614874
01-01-2022;Ley I+D;I. Financiamiento público nacional de proyectos de I+D doméstica;00 Ley de I+D;Ley de Incentivo I+D;n.a.;-;Impacto Fiscal de la Ley de incentivo Tributario a I + D;Ley de Incentivo Tributario;ScanWater: Monitoreo y predicción de calidad en agua superficial en tiempo real;PI-3730;4. Transporte, telecomunicaciones y otras infraestructuras;;Empresas;Valparaíso;sin EG;con ECC;Asignación directa;12062,77587;12533,22412
01-01-2022;Ley I+D;I. Financiamiento público nacional de proyectos de I+D doméstica;00 Ley de I+D;Ley de Incentivo I+D;n.a.;-;Impacto Fiscal de la Ley de incentivo Tributario a I + D;Ley de Incentivo Tributario;rocesos de recuperación de amoniaco desde residuos industriales;PI-3732;1. Exploración y explotación de la Tierra;;Empresas;Metropolitana de Stgo.;sin EG;con ECC;Asignación directa;1785,1785;1854,800462
